ID,Тип,Артикул,Имя,Опубликован,Рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия скидки","Дата окончания действия скидки","Статус налога","Налоговый класс",Наличие,Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (кг)","Длина (см)","Ширина (см)","Высота (см)","Разрешить отзывы от клиентов?","Примечание к покупке","Акционная цена","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Дней срока загрузки",Родительский,"Сгруппированные товары",Апсэлы,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Мета: _input_qty","Мета: _step_qty","Мета: rs_page_bg_color","Мета: _yoast_wpseo_primary_product_cat","Мета: _yoast_wpseo_metadesc","Мета: _yoast_wpseo_content_score","Мета: _yoast_wpseo_estimated-reading-time-minutes","Мета: _yoast_wpseo_wordproof_timestamp"
13943,simple,,"Труба квадратная 10х10х1 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 10х10х1 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 10х10х1 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 10х10х1 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 10х10х1 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 10х10х1 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,0.269,,,,0,,,33,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 10х10х1 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13944,simple,,"Труба квадратная 10х10х1,2 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 10х10х1,2 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 10х10х1,2 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 10х10х1,2 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 10х10х1,2 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 10х10х1,2 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,0.312,,,,0,,,38,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 10х10х1,2 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13945,simple,,"Труба квадратная 15х15х1,5 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 15х15х1,5 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 15х15х1,5 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 15х15х1,5 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 15х15х1,5 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 15х15х1,5 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,0.61,,,,0,,,56,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 15х15х1,5 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13946,simple,,"Труба квадратная 20х20х1,5 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 20х20х1,5 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 20х20х1,5 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 20х20х1,5 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 20х20х1,5 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 20х20х1,5 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,0.84,,,,0,,,74,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 20х20х1,5 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13947,simple,,"Труба квадратная 20х20х2 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 20х20х2 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 20х20х2 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 20х20х2 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 20х20х2 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 20х20х2 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.08,,,,0,,,89,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 20х20х2 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13948,simple,,"Труба квадратная 25х25х1,5 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 25х25х1,5 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 25х25х1,5 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 25х25х1,5 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 25х25х1,5 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 25х25х1,5 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.08,,,,0,,,93,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 25х25х1,5 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13949,simple,,"Труба квадратная 25х25х2 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 25х25х2 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 25х25х2 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 25х25х2 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 25х25х2 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 25х25х2 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.39,,,,0,,,110,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 25х25х2 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13950,simple,,"Труба квадратная 30х30х1,5 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 30х30х1,5 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 30х30х1,5 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 30х30х1,5 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 30х30х1,5 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 30х30х1,5 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.31,,,,0,,,116,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 30х30х1,5 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13951,simple,,"Труба квадратная 30х30х2 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 30х30х2 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 30х30х2 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 30х30х2 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 30х30х2 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 30х30х2 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.7,,,,0,,,140,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 30х30х2 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13952,simple,,"Труба квадратная 40х40х1,5 дл. 6 м",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 40х40х1,5 дл. 6 м в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 40х40х1,5 дл. 6 м, который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 40х40х1,5 дл. 6 м: идеальный выбор для различных применений \n\n Труба квадратная 40х40х1,5 дл. 6 м благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 40х40х1,5 дл. 6 м в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,1.79,,,,0,,,161,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 40х40х1,5 дл. 6 м в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13953,simple,,"Труба квадратная 40х40х2 дл. 6 м",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 40х40х2 дл. 6 м в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 40х40х2 дл. 6 м, который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 40х40х2 дл. 6 м: идеальный выбор для различных применений \n\n Труба квадратная 40х40х2 дл. 6 м благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 40х40х2 дл. 6 м в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,2.33,,,,0,,,189,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 40х40х2 дл. 6 м в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13954,simple,,"Труба квадратная 40х40х3 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 40х40х3 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 40х40х3 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 40х40х3 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 40х40х3 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 40х40х3 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,3.36,,,,0,,,249,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 40х40х3 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13955,simple,,"Труба квадратная 50х50х2 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 50х50х2 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 50х50х2 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 50х50х2 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 50х50х2 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 50х50х2 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,2.96,,,,0,,,237,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 50х50х2 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13956,simple,,"Труба квадратная 50х50х3 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 50х50х3 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 50х50х3 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 50х50х3 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 50х50х3 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 50х50х3 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,4.31,,,,0,,,319,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 50х50х3 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
13957,simple,,"Труба квадратная 60х60х2 дл. 6 м.",1,0,visible,"Цена указана за единицу листа/метра.\n\n\n\nЦена указана при оплате наличными/картой[sc name=""price_metalloprokat""][/sc]","Приобретайте качественный Труба квадратная 60х60х2 дл. 6 м. в Красноуфимске, Первоуральске и Новоуральске у надежного поставщика металлопроката! \n\n В поисках надежного и долговечного решения для ваших производственных и конструкционных нужд? ""ООО СтальГрад"" предлагает высококачественный лист Труба квадратная 60х60х2 дл. 6 м., который соответствует всем стандартам качества и промышленным требованиям. Будь вы представителем организации или частным лицом, наш широкий ассортимент металлопроката удовлетворит любые потребности проекта.\n\n Труба квадратная 60х60х2 дл. 6 м.: идеальный выбор для различных применений \n\n Труба квадратная 60х60х2 дл. 6 м. благодаря своей коррозионной стойкости и прочности идеально подходит для использования в самых разных сферах - от строительства до изготовления бытовой техники и автомобильных компонентов. Мы гарантируем, что получаете продукт высшего качества по конкурентоспособным ценам. \n\n Труба квадратная 60х60х2 дл. 6 м. в Красноуфимске, Первоуральске, Новоуральске? \n\n Наши металлобазы в указанных городах обеспечивают удобный доступ к покупке необходимых вам материалов. Ознакомьтесь с нашим каталогом онлайн или посетите наше представительство для консультации и оформления заказа. Мы предлагаем различные варианты труба квадратная для удовлетворения любых потребностей вашего проекта, а также гибкие условия доставки.",,,taxable,,1,,,0,0,3.59,,,,0,,,296,"Металлопрокат > Труба квадратная","Труба квадратная",,https://stalnoydwor.ru/wp-content/uploads/2022/01/prod_truba.jpg,,,,,,,,,0,,,,,"Купить - Металлопрокат Труба квадратная 60х60х2 дл. 6 м. в Первоуральске, Красноуфимске, Новоуральске по доступным ценам.",,,
